HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
EI17336,MUJ5635,RW0743418,A-2018-AO321,5,,3,139813.3,3/10/18,3/24/18,1,1,41.77625767,-87.66886506,2800,0,MUJ5635,6/9/17,6/9/18,2011,Hyundai,Sonata,MLAH365,Med Dark Green,129948,0,Bruno,Albay,M,6/24/51,527-89-5039,U533-8989-3132,5/10/19,IL,7/25/03,739-896-0342 ,balbay@inboux.com,0
DI89391,XRV2592,ZZ2944035,A-2017-EO117,5,,3,367693.7,10/16/17,10/30/17,0,1,41.91098174,-87.65120931,2380.5,0,XRV2592,6/6/16,6/6/17,2000,Chevrolet,Suburban,RMJV864,Silver,364860,0,Marcos,Hasen,M,9/19/92,560-50-7536,K928-3809-4261,2/2/20,IL,2/12/12,840-655-0524 ,mhasen@lightemail.com,0
HC37825,VTM4170,ZW8182964,A-2016-AV350,5,,1,68988.4,7/11/16,7/16/16,1,1,41.75826841,-87.61845149,18670,1,KQR3843,8/4/15,8/3/16,2013,Chevrolet,Malibu,HNXE394,Med Dk Blue,58464,0,Velma,Glatzer,F,9/23/58,259-38-0560,A940-7730-2352,3/30/19,IL,3/14/07,750-366-0380 ,vglatzer@mailjeep.com,0
ML66163,VPU6283,ZO1823267,A-2018-BX331,5,,1,275115.8,7/3/18,7/5/18,0,5,41.73620947,-87.62430552,2220,1,VPU6283,10/18/17,10/18/18,2005,Chevrolet,Silverado,DOEY088,Black,267852,0,Felicia,Weyl,F,9/10/92,878-56-9002,X847-6941-2544,2/19/20,IL,9/13/13,261-624-0496 ,fweyl@zohoo.com,0
IF79240,MLL1752,RV5357442,A-2017-EW166,5,,1,52166.8,5/25/17,6/5/17,1,3,41.79218151,-87.65982669,47610,1,MLL1752,6/24/16,6/24/17,2015,Subaru,Outback,FMOR385,Med Red,40992,0,Will,Agustin,M,12/3/64,433-05-6941,S632-1822-6743,3/29/19,IL,7/1/14,238-973-0273 ,wagustin@inboux.com,0
EH63320,OCI4815,VU1741859,A-2018-KK810,2,,3,171404.1,3/16/18,3/29/18,1,2,41.99036292,-87.67454748,1621.5,0,OCI4815,2/19/17,2/19/18,2011,Hyundai,Elantra,XEUF708,Dark Red,161280,0,Kasey,Couch,M,8/6/42,146-44-5302,E570-3334-8243,12/28/20,IL,4/20/03,738-510-0063 ,kcouch@beemail.com,0
AA15690,LEN6009,UP7558441,A-2018-YO730,5,,1,88306.4,7/31/18,8/11/18,0,1,41.87365926,-87.6243595,24080,1,LEN6009,8/2/17,8/2/18,2014,Mercedes,GLC,DLVU658,Light Brown,74892,0,Melanie,Bilotta,F,12/17/83,513-39-9234,J953-5836-8696,5/30/21,IL,9/3/05,745-602-0046 ,mbilotta@outloop.com,0
JH24337,FNJ5617,NX4028598,A-2016-VN296,1,,1,361950.9,7/11/16,7/15/16,1,1,41.77516569,-87.59599977,23740,1,FNJ5617,7/12/15,7/11/16,2000,Ford,Focus,YOMA467,Med Dk Blue,353856,0,Bernadine,Warker,F,9/15/39,001-19-8193,L665-6036-6515,2/12/21,IL,6/1/11,741-667-0981 ,bwarker@mailjeep.com,0
LF24746,XET8944,UU9659172,A-2018-HJ813,2,,3,48801.2,6/1/18,6/11/18,1,1,41.91289072,-87.79260968,2090,0,XET8944,9/25/17,9/25/18,2016,Toyota,Sienna,UJXW689,Silver,45624,0,Quintin,Salg,M,2/18/71,773-41-6639,M841-4197-6344,11/15/19,IL,11/24/13,741-896-0699 ,qsalg@mmail.com,0
IE12487,JKA6976,XX1209637,A-2016-EC151,1,,3,296797.2,5/6/16,5/20/16,1,5,41.93924404,-87.67577282,2170,0,JKA6976,1/4/15,1/4/16,2003,Toyota,4Runner,KBXC035,White,283452,0,Lorene,Gardo,F,4/27/50,113-42-3282,S797-9291-3410,1/16/20,IL,6/25/99,245-949-0604 ,lgardo@mmail.com,0
EI16763,DSS6124,YO6924425,A-2016-MM975,4,,3,258563,3/14/16,3/22/16,1,1,41.94590518,-87.77418877,1805.5,0,DSS6124,3/19/15,3/18/16,2003,Volkswagen,Jetta,ILSO327,Silver,254124,0,Earline,Dasso,F,12/31/44,807-75-0157,U166-2454-6711,11/25/20,IL,4/13/10,362-368-0261 ,edasso@freshmaail.com,0
II13130,VND8222,VY5771423,A-2016-WZ352,5,,1,25294.8,9/6/16,9/18/16,1,1,41.96811604,-87.78209666,37740,1,VND8222,8/14/15,8/13/16,2015,GMC,Sierra,WZKL132,Dark Red,20772,0,Richie,Schlinger,M,1/23/61,856-38-8299,S478-2885-7905,8/6/19,IL,4/8/05,837-220-0433 ,rschlinger@inboux.com,0
AD17858,INF2314,YW3547301,A-2018-AF888,2,,3,43920.2,1/27/18,1/29/18,0,1,41.81115379,-87.61649149,2420,0,INF2314,2/3/17,2/3/18,2016,Ford,Fusion,XSSU860,Black,42072,0,Tessie,Baerg,F,11/9/88,063-32-8445,D766-2280-4584,2/17/19,IL,2/9/12,735-383-0612 ,tbaerg@mailjeep.com,1
IE92322,FUK9113,TW6434747,A-2017-OO215,5,,1,74436.7,4/16/17,4/30/17,1,1,41.89229086,-87.63312249,27350,1,FUK9113,6/22/16,6/22/17,2014,Hyundai,Tucson,IPHK382,Silver,66108,0,Agnes,Theil,F,4/8/72,578-95-5385,Z660-2342-8641,4/24/20,IL,8/24/99,625-816-0411 ,atheil@life.com,0
AI11900,CCS4638,YR5487331,A-2018-KD410,2,,3,148503.3,1/10/18,1/17/18,0,1,41.85242413,-87.63599569,2090,0,CCS4638,7/9/17,7/9/18,2011,Hyundai,Sonata,UXPY795,Med Red,139848,0,Carlene,Lepp,F,6/25/74,720-76-8886,N597-4580-2360,5/8/19,IL,5/23/08,749-213-0908 ,clepp@inboux.com,0
CB94252,FSJ6811,SR9357754,A-2016-QL201,5,,1,83243.8,2/23/16,3/5/16,1,1,41.88401218,-87.70143648,36350,1,FSJ6811,9/25/15,9/24/16,2012,Hyundai,Sonata,BBQP168,Med Dark Green,80400,0,Rosario,Tobal,F,8/15/88,070-46-8869,B974-4690-1471,8/20/21,IL,8/9/15,235-348-0405 ,rtobal@husshmail.com,0
HG63141,BOZ3312,NP5318038,A-2017-JB106,1,,3,196767.1,4/20/17,5/2/17,0,1,41.73973348,-87.60476327,1630,0,BOZ3312,11/7/16,11/7/17,2009,Toyota,4Runner,YYZE201,Med Red,188328,0,Matthew,Mucaria,M,7/19/91,609-45-1419,A889-5871-1817,5/4/19,IL,1/12/00,738-725-0131 ,mmucaria@inboux.com,0
KM81383,MBZ3956,VY9552701,A-2018-DP221,5,,3,257087.9,9/19/18,9/19/18,0,1,41.78884436,-87.64272663,2770,0,MBZ3956,8/25/17,8/25/18,2005,Honda,CR-V,IVUK132,Silver,242808,0,Mickey,Barron,M,3/31/41,458-80-7736,M946-7813-8774,10/9/19,IL,8/4/06,237-776-0124 ,mbarron@mooosend.com,0
HI51138,QIP5715,RQ3354849,A-2016-GZ254,1,,1,159869.1,6/16/16,6/28/16,1,1,41.8917892,-87.62782911,36810,1,QIP5715,7/20/15,7/19/16,2009,Toyota,Corolla,RGAX303,Black,152292,0,Reggie,Bobek,M,8/19/74,778-15-7319,X144-4757-4583,11/5/18,IL,5/17/09,745-887-0646 ,rbobek@freshmaail.com,0
DF92368,GUC9642,XN8685916,A-2018-EI379,5,,3,273962.8,5/2/18,5/9/18,0,1,41.82898408,-87.67971509,3139.5,0,GUC9642,1/15/17,1/15/18,2006,Hyundai,Elantra,GNSO722,Med. Dark Gray,264792,0,Olive,Piedad,F,9/15/84,158-74-4083,L431-4240-7326,5/4/20,IL,10/21/08,749-743-0850 ,opiedad@husshmail.com,0
BD48069,HYR7825,ZP3793824,A-2016-XC470,5,,1,185569.9,3/30/16,4/3/16,1,1,41.8845142,-87.66704209,20720,1,HYR7825,10/18/15,10/17/16,2007,Volkswagen,Jetta,JGTU956,Black,183168,0,Conrad,Moric,M,1/20/95,053-11-6434,C606-1709-8795,2/24/20,IL,9/14/15,751-327-0549 ,cmoric@freshmaail.com,0
DD02437,LVI7069,SS3351098,A-2018-FR994,4,,3,124611.6,8/23/18,8/28/18,1,1,41.8229746,-87.6903884,2104.5,0,LVI7069,9/20/17,9/20/18,2013,Ford,Explorer,JEED685,Silver,115764,0,Terrance,Campobasso,M,6/5/97,370-27-9789,I558-6997-9653,9/10/19,IL,2/3/07,745-663-0319 ,tcampobasso@ggmail.com,0
FI16085,OXP7784,PP8876351,A-2018-DF421,1,,3,251407.5,6/11/18,6/22/18,0,1,41.69184461,-87.68668856,1880,0,OXP7784,9/25/17,9/25/18,2007,Chrysler,Pacifica,NLRF199,Silver,249156,0,Cedrick,Tenhet,M,12/12/62,366-24-2337,Q914-5865-6948,7/24/19,IL,1/16/10,349-307-0318 ,ctenhet@ggmail.com,0
MB26629,IIO4719,WS4501594,A-2018-JZ174,5,,3,180931.1,8/4/18,8/12/18,0,1,41.88199,-87.62509838,1790,0,IIO4719,1/8/17,1/8/18,2010,Chrysler,Pacifica,QHZA368,Black,173988,0,Gale,Persick,M,2/16/36,428-28-9375,G226-1490-2608,8/9/18,IL,2/23/01,738-802-0449 ,gpersick@mmail.com,0
EA98177,GKS4782,TZ2428088,A-2016-FD522,5,,1,152029.1,5/1/16,5/11/16,1,3,41.85228349,-87.67596643,29480,1,JFF6974,7/2/15,7/1/16,2010,Toyota,Camry,MXVD195,Med Red,139320,0,Nigel,Faggard,M,11/6/70,478-16-6366,N303-2270-4159,2/12/19,IL,7/19/17,338-299-0043 ,nfaggard@inboux.com,0
BK04222,NHQ9197,UN9110544,A-2018-QV552,5,,4,533638.3,12/22/18,1/4/19,0,1,41.81233708,-87.665107,20999,1,NHQ9197,11/8/17,11/8/18,1994,Ford,F-150,TPMP701,Med Dk Blue,521268,0,Tana,Mense,F,12/5/72,171-93-1266,V567-9567-3643,12/10/20,IL,3/5/04,736-322-0745 ,tmense@outloop.com,0
JF38923,HIN8026,ZX1054765,A-2017-RD651,4,,3,100138.7,5/26/17,5/31/17,0,3,41.87406011,-87.66838474,3346.5,0,HIN8026,11/10/16,11/10/17,2013,Ford,F-150,HJRE858,Silver,92928,0,Israel,Nachtigall,M,3/15/98,292-18-6806,C624-3400-6277,9/7/20,IL,9/1/13,348-599-0170 ,inachtigall@mailjeep.com,0
CI59835,HDL8307,XV6725907,A-2016-OG330,1,,3,252003.8,12/21/16,12/30/16,1,1,41.95048995,-87.66909654,2320,0,HDL8307,10/20/15,10/19/16,2005,Chevrolet,Traverse,ZOVE804,Silver,249744,0,Stanford,Hasler,M,7/18/84,127-03-1716,O631-6455-1884,5/28/21,IL,7/17/17,328-485-0496 ,shasler@mmail.com,0
MJ10968,ONV8201,QZ7794446,A-2016-IV722,4,,3,48422.8,8/2/16,8/9/16,0,1,41.85180997,-87.66616697,2710,0,ONV8201,11/6/15,11/5/16,2014,Dodge,Journey,FXKM639,White,43848,0,Odell,Mettes,M,4/11/95,211-99-3983,V925-6314-3930,4/1/19,IL,5/25/11,358-342-0364 ,omettes@fasstmail.com,0
HM66712,HWJ3476,OQ1766851,A-2016-QZ199,3,,1,125429.6,7/23/16,8/3/16,0,1,41.69028809,-87.66469388,37400,1,HWJ3476,1/25/15,1/25/16,2011,Toyota,Tundra,WFNK967,Light Brown,116040,0,Saundra,Birkenhauer,F,11/17/85,054-56-3524,M965-3253-6138,5/26/18,IL,9/20/02,247-306-0983 ,sbirkenhauer@fasstmail.com,0
DA00549,FDM3138,XO6643777,A-2017-GB759,5,,1,86725.1,2/12/17,2/20/17,1,2,41.79522214,-87.76631287,18140,1,FDM3138,11/27/16,11/27/17,2008,Kia,Sportage,YZGC558,Med Red,85530,1,Aubrey,Siddens,F,1/8/83,741-02-9564,C232-1943-1115,1/20/20,IL,5/7/12,358-631-0786 ,asiddens@outloop.com,0
LA78122,ZCJ1641,NR1827781,A-2017-MM619,1,,1,100706.7,1/1/17,1/2/17,0,4,41.96879509,-87.66734813,22000,1,ZCJ1641,3/23/16,3/23/17,2013,Dodge,Challenger,BZXS179,Med Dk Blue,91056,0,Joann,Useda,F,5/15/46,072-32-7475,Z825-4809-2558,4/9/21,IL,8/7/17,738-937-0859 ,juseda@life.com,0
CJ27045,SCU7643,QP2571918,A-2016-CG377,5,,1,236301.9,10/29/16,10/30/16,1,1,41.74314692,-87.6257615,17230,1,SCU7643,10/28/15,10/27/16,2005,Jeep,Cherokee,TXYX712,White,230868,0,Terra,Wilmouth,F,6/12/44,613-83-2155,K439-8082-9257,1/9/21,IL,4/19/10,750-404-0154 ,twilmouth@mailjeep.com,0
JM69276,CHI8926,PZ1808277,A-2016-EA111,3,,1,222855.6,7/22/16,8/3/16,1,1,41.78073244,-87.586371,19400,1,CHI8926,10/20/15,10/19/16,2007,Honda,Pilot,SPKU826,Silver,211896,0,Joni,Goffredo,F,9/26/74,885-99-2927,Z690-7613-1634,12/3/19,IL,9/22/11,230-946-0549 ,jgoffredo@beemail.com,0
DK48591,HHP9923,UU2196222,A-2017-HF761,3,,3,38011,6/25/17,6/29/17,1,1,41.81309531,-87.59106821,1770,0,HHP9923,1/3/16,1/2/17,2014,Subaru,Impreza,QOIM450,Med Red,27324,1,Deana,Sturrock,F,9/28/79,759-87-9474,F836-1707-5728,11/17/18,IL,2/11/12,823-496-0710 ,dsturrock@ggmail.com,0
BB94518,EXT5561,NQ3815268,A-2018-YR442,1,,1,166104.1,3/23/18,4/5/18,1,1,41.9242203,-87.75594985,14690,1,EXT5561,11/8/17,11/8/18,2011,Volkswagen,Jetta,BIMU776,White,155652,0,Charlotte,Marsolais,F,7/21/64,884-05-3798,P259-3316-2650,9/25/20,IL,5/27/17,728-776-0802 ,cmarsolais@beemail.com,0
CF32903,SDO1040,WZ4724116,A-2016-WQ290,4,,3,73170.2,2/22/16,3/6/16,0,1,41.86626526,-87.7263306,2955.5,0,SDO1040,3/21/15,3/20/16,2013,Toyota,Prius,JRXS134,Silver,67860,0,Monika,Hekking,F,8/14/46,843-23-8360,V110-4678-2309,8/21/18,IL,6/7/05,736-551-0829 ,mhekking@ggmail.com,0
JC05820,LXQ2749,YP5687574,A-2016-HR431,5,,1,540320.6,3/7/16,3/19/16,1,3,41.93729858,-87.63415188,27002,1,LXQ2749,5/27/15,5/26/16,1991,Mazda,CX-5,EZOJ801,Light Brown,534000,0,Vincenzo,Furlan,M,6/15/43,601-06-6516,C551-1373-7087,1/15/19,IL,4/13/10,238-515-0050 ,vfurlan@fasstmail.com,0
MM12896,RTU3067,XW8497839,A-2016-GB494,1,,3,228257.5,9/29/16,10/2/16,0,2,41.87783674,-87.64729714,2668,0,CVQ2175,7/15/15,7/14/16,2007,Ford,F-150,GGYP130,Med. Dark Gray,213948,0,Valentin,Teschendorf,M,12/30/89,058-17-3745,T612-6694-1019,6/5/21,IL,11/23/07,230-706-0336 ,vteschendorf@husshmail.com,0
CD01223,VQJ8455,QN3270657,A-2017-GG354,3,,1,191407,9/4/17,9/6/17,1,1,41.72020823,-87.62355234,29060,1,VQJ8455,5/15/16,5/15/17,2008,Honda,Odyssey,TQGD806,Light Brown,187656,0,Gilbert,Constantini,M,3/26/80,746-41-2214,C233-6833-2419,1/10/21,IL,9/13/00,232-792-0287 ,gconstantini@lightemail.com,0
AI58188,LSX4061,TR5550041,A-2016-XX775,5,,1,241522.6,8/8/16,8/8/16,1,1,41.88664694,-87.63381129,41430,1,LSX4061,7/28/15,7/27/16,2004,Ford,Mustang,HCPK856,Silver,228528,0,Cedric,Lashelle,M,8/12/63,497-66-3979,G513-7521-1765,4/19/21,IL,11/12/04,741-834-0026 ,clashelle@zohoo.com,0
AL08011,EJU9445,ZZ4472871,A-2016-SH742,2,,3,233363,6/9/16,6/18/16,1,1,41.8387788,-87.72920272,2290,0,EJU9445,10/15/15,10/14/16,2004,Volkswagen,Jetta,PGOL916,White,220896,0,Guadalupe,Maragni,F,5/30/92,136-32-2775,N706-6180-7718,3/12/19,IL,2/24/02,736-598-0680 ,gmaragni@inboux.com,0
MG71563,TDV1208,XQ9934589,A-2017-CH520,4,,1,79422.1,11/16/17,11/17/17,1,1,41.99723729,-87.71179778,34460,1,TDV1208,8/16/16,8/16/17,2013,Ford,Mustang,CGLR995,Black,78768,0,Shirley,Reusing,M,7/19/58,117-87-3864,Z246-2950-1470,7/26/19,IL,5/22/10,745-969-0809 ,sreusing@gmxx.com,0
IA84937,GOI5990,VX9581002,A-2018-TW714,5,,3,298429.9,9/8/18,9/13/18,1,1,41.98324207,-87.69665302,16680,0,GOI5990,2/3/17,2/3/18,2005,Jeep,Cherokee,XOCX723,Med. Dark Gray,284868,0,Jenny,Mcnabney,F,6/23/73,053-82-8415,Y847-5955-6053,9/28/20,IL,3/12/15,241-764-0823 ,jmcnabney@outloop.com,0
FI09681,AWU3983,SW9911661,A-2016-EY747,3,,3,236866.5,7/28/16,8/7/16,0,1,41.73470702,-87.59735992,1780,0,AWU3983,10/4/15,10/3/16,2004,Hyundai,Elantra,JXZT578,White,226944,0,Mia,Zaso,F,12/11/83,221-52-5911,J466-5397-4722,9/11/18,IL,8/9/13,247-720-0995 ,mzaso@mooosend.com,1
FF96280,PME9660,YQ4164671,A-2016-EA365,2,,3,121593.2,12/4/16,12/17/16,1,2,41.93859158,-87.75656533,2610,0,PME9660,11/27/15,11/26/16,2011,Subaru,Outback,PZLG547,Dark Red,108840,0,Janice,Jessick,F,4/29/64,855-26-5482,H512-2611-6326,1/25/18,IL,1/7/13,745-576-0687 ,jjessick@life.com,0
FJ47115,NSI8527,PT8524857,A-2017-BV972,3,,1,235540.4,1/30/17,2/13/17,0,2,41.76426012,-87.70784676,39280,1,NSI8527,8/2/16,8/2/17,2007,Ford,Explorer,IQBA844,Black,227124,0,Shannon,Hoffstadt,F,7/29/76,025-57-4536,J156-8548-6107,4/11/20,IL,2/11/05,738-847-0341 ,shoffstadt@ggmail.com,0
LJ31346,MAF1428,QS1592845,A-2017-HE724,2,,1,142461.8,12/2/17,12/6/17,0,2,41.73835086,-87.64152725,38870,1,MAF1428,6/10/16,6/10/17,2010,Honda,Civic,PMOS612,Silver,130500,0,Shiela,Greenley,F,12/8/46,189-71-5299,C276-2884-7122,4/1/19,IL,2/24/00,735-346-0065 ,sgreenley@mmail.com,0
DK96184,BTS4265,OO1543234,A-2016-SM865,3,,1,239634.5,7/26/16,8/1/16,1,1,41.92402594,-87.75410892,16830,1,BTS4265,10/5/15,10/4/16,2003,Chevrolet,Traverse,YHQR286,White,234156,0,Reyna,Wojtecki,F,4/15/52,738-85-6720,D525-2881-6668,4/10/21,IL,6/1/08,728-241-0211 ,rwojtecki@yahoot.com,0
ME61905,COD5340,PO3687159,A-2018-QD453,5,,3,183229.7,5/8/18,5/16/18,1,1,41.76915305,-87.66378819,2800,0,COD5340,6/5/17,6/5/18,2009,Chrysler,Pacifica,MPDI365,Silver,182640,0,Seth,Ferrero,M,4/9/65,540-39-4820,Q945-8966-7475,12/13/18,IL,11/23/02,245-972-0089 ,sferrero@life.com,0
DL12053,MHT8263,US9343204,A-2017-YC961,3,,1,229070,4/6/17,4/13/17,1,1,41.84625846,-87.64871182,35800,1,MHT8263,1/27/16,1/26/17,2008,Chevrolet,Cruze,UCFS862,Med. Dark Gray,215460,0,Frankie,Keepes,M,10/8/44,648-66-2599,R653-2710-5333,1/9/20,IL,11/7/04,748-291-0932 ,fkeepes@inboux.com,0
JM45816,SJR6826,XN3777251,A-2018-WZ914,1,,1,94602.9,10/8/18,10/14/18,0,1,41.82398325,-87.61685389,23940,1,SJR6826,8/10/17,8/10/18,2014,Nissan,Frontier,EMBQ703,Silver,81816,0,Shawn,Draving,M,3/21/93,612-16-3934,W801-7011-5161,7/12/19,IL,11/5/05,824-605-0555 ,sdraving@outloop.com,0
KE77120,KCJ6522,UP0163578,A-2017-VM767,2,,3,144295.6,4/8/17,4/10/17,1,1,41.82008034,-87.59749453,2219.5,0,KCJ6522,7/17/16,7/17/17,2010,Lexus,ES,SFUM602,Silver,138468,0,Carrol,Guentzel,M,11/29/56,170-54-0498,H968-1034-2426,3/18/18,IL,4/16/07,846-420-0359 ,cguentzel@life.com,0
AI12636,SXU4847,SQ2144241,A-2018-LS964,4,,3,209783.2,9/8/18,9/22/18,0,2,42.00239221,-87.66549591,1530,0,SXU4847,8/5/17,8/5/18,2009,Subaru,Forester,LSHQ958,Med Red,196572,0,Lorie,Tonkin,F,8/16/70,665-69-6314,C810-3563-5109,7/9/18,IL,7/14/03,350-928-0012 ,ltonkin@life.com,0
LA31242,SLY7362,NS3595942,A-2018-AR610,5,,3,191420.6,11/25/18,12/4/18,0,1,41.88005568,-87.76983832,2265.5,0,SLY7362,2/19/17,2/19/18,2000,Toyota,4Runner,NKOG653,Med. Dark Gray,181068,1,Josh,Albin,M,4/23/64,263-51-1481,Q844-9249-3021,6/26/18,IL,5/9/09,741-205-0563 ,jalbin@life.com,0
IC56125,AJD8726,QQ8533972,A-2016-NK110,2,,3,157533,5/4/16,5/6/16,0,1,41.9673272,-87.73878547,1150,0,AJD8726,5/4/15,5/3/16,1999,Acura,MDX,JGGY326,Black,154428,1,Stefanie,Garciadiaz,F,5/19/90,588-05-3820,G332-1161-6997,8/19/19,IL,3/13/03,349-608-0990 ,sgarciadiaz@mmail.com,0
FH99860,HLS9921,QS8627661,A-2016-EK391,2,,3,53994.6,8/27/16,9/10/16,0,1,41.76779096,-87.58651632,3116.5,0,HLS9921,9/7/15,9/6/16,2014,Ford,Explorer,MJPU624,Med Dk Blue,40152,0,Lynette,Khuth,F,10/29/93,300-20-5174,S109-1488-5217,12/24/20,IL,9/5/06,749-750-0246 ,lkhuth@life.com,0
CL41612,WYD1089,ZY9242196,A-2018-HX383,1,,1,109315.9,11/5/18,11/9/18,1,1,41.77955028,-87.65091605,29480,1,WYD1089,2/27/17,2/27/18,2013,Nissan,Maxima,HQDQ317,Black,104556,0,Camille,Lillibridge,F,11/13/73,639-88-3781,C609-4345-5371,5/4/18,IL,9/22/06,746-683-0649 ,clillibridge@yahoot.com,0
BI22910,HTQ1223,NX7767371,A-2017-XS959,5,,1,202565.5,4/12/17,4/17/17,0,4,41.97864097,-87.68940456,31498.5,1,HTQ1223,5/11/16,5/11/17,2009,Kia,Sorento,ACON801,Silver,187776,0,Stevie,Taney,M,4/28/78,774-81-5382,D498-8414-9438,3/10/20,IL,9/23/14,735-562-0485 ,staney@mmail.com,1
IE74470,CGZ6410,VX5731466,A-2016-BM222,5,,3,328283.3,3/7/16,3/9/16,0,1,41.83111177,-87.60627454,1520,0,CGZ6410,5/6/15,5/5/16,2002,Acura,MDX,HYEE244,Black,325752,0,Sadie,Lindahl,F,6/27/78,809-30-3444,U189-9919-1463,6/26/19,IL,2/20/13,350-687-0919 ,slindahl@zohoo.com,0
FD72674,KUM6955,RX8709734,A-2016-VE730,3,,1,140781.9,7/17/16,7/29/16,1,2,41.77144058,-87.71536939,30530,1,KUM6955,3/23/15,3/22/16,2010,Kia,Soul,BJTO762,Silver,133416,0,Vida,Hajjar,F,5/7/57,192-05-4781,T309-7843-3209,9/9/21,IL,5/20/15,329-764-0920 ,vhajjar@freshmaail.com,0
FD06528,OZL3738,VS6598793,A-2018-PW166,1,,3,214648.9,5/11/18,5/25/18,0,2,41.95373705,-87.72776661,2500,0,OZL3738,4/11/17,4/11/18,2008,Jeep,Compass,ERYJ578,Silver,200640,0,Burt,Lenker,M,3/7/51,394-34-5670,D544-3227-9385,11/9/21,IL,5/18/02,837-258-0817 ,blenker@freshmaail.com,0
ME59191,BZR3451,SV0678201,A-2018-WA894,1,,1,55784.7,1/12/18,1/25/18,1,1,41.76302237,-87.58639016,28060,1,BZR3451,9/27/17,9/27/18,2016,Toyota,4Runner,CLYC117,Black,41016,0,Myles,Hannes,M,6/30/70,725-61-6906,Z637-7754-4052,11/12/18,IL,7/1/02,235-794-0845 ,mhannes@gmxx.com,0
AD33823,DOJ7909,YN3750539,A-2017-GP852,5,,3,236191.9,10/6/17,10/7/17,0,1,42.00234978,-87.80688817,2120,0,DOJ7909,11/24/16,11/24/17,2007,Nissan,Rogue,ZKUS614,Light Brown,229092,0,Dante,Larraga,M,4/17/86,415-46-9948,C358-3941-5888,7/12/19,IL,4/16/15,846-642-0645 ,dlarraga@yahoot.com,0
HA80394,GNQ5666,UU3712145,A-2018-VS583,5,,1,161083.6,1/30/18,1/30/18,0,1,41.91267256,-87.78502988,16940,1,GNQ5666,9/3/17,9/3/18,2011,Jeep,Renegade,LCRI466,Silver,153420,0,Socorro,Kluesner,F,11/9/69,773-75-6309,R483-8475-6670,5/22/20,IL,9/14/15,746-298-0486 ,skluesner@mailjeep.com,0
MI44206,MPL7892,WY1935907,A-2016-YN675,4,,3,106086.3,2/4/16,2/17/16,1,1,41.9276439,-87.77249351,1265,0,MPL7892,5/19/15,5/18/16,2011,Mazda,CX-5,AQEQ184,Med Dk Blue,101340,0,Milo,Zabloudil,M,7/14/00,774-90-6412,H600-7200-2623,5/21/21,IL,3/16/07,723-773-0074 ,mzabloudil@life.com,0
FH43248,PJX4034,PW2849440,A-2018-HJ361,1,,1,134502.7,6/20/18,7/3/18,1,1,41.7567361,-87.59307096,28950,1,PJX4034,2/1/17,2/1/18,2012,Buick,Enclave,ZURN602,Silver,133704,0,Lisa,Culter,F,3/5/96,868-63-3081,A363-3927-5888,8/14/20,IL,11/13/01,750-505-0101 ,lculter@ggmail.com,0
IH34827,ORM5367,WY5525018,A-2016-WX452,2,,3,227350,9/30/16,10/4/16,0,4,41.72586851,-87.5862812,3231.5,0,ORM5367,6/10/15,6/9/16,2004,Toyota,Highlander,XOLA369,Silver,225504,0,Norman,Dorisca,M,9/23/72,415-32-1342,T276-9889-6355,11/23/21,IL,9/20/01,723-675-0814 ,ndorisca@mooosend.com,0
GA01795,AZV5751,ZT3154740,A-2017-BX118,3,,1,77144.3,6/6/17,6/20/17,1,1,41.87576697,-87.70584763,26610,1,AZV5751,8/18/16,8/18/17,2014,Volkswagen,Jetta,AHKQ822,White,70344,0,Jeanie,Erjavec,F,4/30/53,312-48-7969,T412-1281-3756,9/29/21,IL,6/14/01,237-924-0649 ,jerjavec@life.com,0
MM39924,GCL6025,SN7285032,A-2017-SW844,2,,3,325712.6,6/12/17,6/14/17,1,1,41.82384964,-87.61278314,2392,0,SHJ2596,11/12/16,11/12/17,2003,Dodge,Charger,HXRT703,Light Brown,312312,0,Valencia,Arnould,F,5/21/88,368-65-6679,V345-2002-5752,6/1/20,IL,8/18/00,750-556-0975 ,varnould@freshmaail.com,0
BM24472,DJX3985,ZS8038500,A-2018-LO681,1,,1,72316.7,4/8/18,4/17/18,0,1,41.81667976,-87.61964792,37524.5,1,DJX3985,11/12/17,11/12/18,2015,Ford,Transit,LECN981,Black,61920,0,Chase,Grow,M,11/29/51,894-43-3349,G748-5196-8423,4/27/18,IL,6/1/09,750-997-0317 ,cgrow@zohoo.com,0
